api_id,capability_1,capability_2,capability_3
sms77io_caller_name_delivery,number,phone,retrieves
sms77io_mobile_number_portability,number,given,phone
sms77io_get_pricing,country,single,retrieves
sms77io_get_balance,given,account,key
sms77io_create_contact,create,given,single
sms77io_create_webhook,create,given,webhook
sms77io_delete_webhook,given,delete,webhook
sms77io_number_format_lookup,number,given,format
sms77io_outbound,messages,retrieves,history
sms77io_inbound,messages,retrieves,history
sms77io_replies,message,retrieves,history
sms77io_create,create,new,creates
sms77io_read,read,retrieves,regarding
sms77io_delete_contact,given,single,delete
sms77io_get_analytics,account,detailed,statistics
sms77io_get_webhooks,retrieves,existing,webhooks
sms77io_send_sms,user,send,sms
sms77io_validate_caller_id,endpoint,number,time
sms77io_send_voice_call,send,format,phone
sms77io_edit_contact,given,contact,edit
sms77io_voice,messages,retrieves,history
sms77io_home_location_register-2,location,number,given
sms77io_caller_name_delivery-2,number,phone,retrieves
sms77io_mobile_number_portability-2,number,given,phone
sms77io_create_contact-2,create,given,single
sms77io_create_webhook-2,create,given,webhook
sms77io_delete_webhook-2,given,delete,webhook
sms77io_number_format_lookup-2,number,given,format
sms77io_create-2,create,new,creates
sms77io_delete_contact-2,given,single,delete
sms77io_send_sms-2,user,send,sms
sms77io_validate_caller_id-2,endpoint,number,time
sms77io_send_voice_call-2,send,format,phone
sms77io_edit_contact-2,given,contact,edit
sms_app_send_sms,send,sms,sending
sms_exchange_send_sms,send,sms,simply
sms_receive_getnumbers,list,available,messages
sms_receive_settag,current,change,tag
sms_receive_settag-2,current,change,tag
sms_receive_getupdates,messages,received,updates
sms_receive_getupdates-2,messages,received,updates
sms_receive_gettag,current,tag,gettag
sms_receive_gettag-2,current,tag,gettag
sms_receive_getmessage,details,message,getmessage
sms_receive_getmessage-2,details,message,getmessage
sms_send_receive_send_message,send,message,sending
sms_v2_send_sms,send,sms,
sms_v3_send,send,sms,
sms_voice_messages_voicemessage,number,send,phone
smsapi_com_short_url_links,list,url,links
smsapi_com_profile_prices,profile,prices,
smsapi_com_profile_regional_settings,profile,settings,regional
smsapi_com_sms_sendernames,sms,sendernames,
smsapi_com_short_url_links_id,url,links,short
smsapi_com_profile_regional_settings_available_languages,available,profile,settings
smsapi_com_blacklist_phone_numbers,phone,numbers,blacklist
smsapi_com_sms_sendernames_sender,sms,sender,sendernames
smsapi_com_ping,ping,,
smsapi_com_profile,profile,,
smsapi_com_subusers,subusers,,
smsapi_com_subusers_id,subusers,,
smsapi_com_subusers_id_shares_sendernames,sendernames,subusers,shares
smsapi_com_blacklist_phone_numbers_imports,phone,numbers,blacklist
smsapi_com_blacklist_phone_numbers-2,phone,numbers,blacklist
smsapi_com_mfa_codes_verifications,codes,verifications,mfa
smsapi_com_mfa_codes,codes,mfa,
smsapi_com_short_url_links-2,create,url,links
smsapi_com_sms_sendernames_sender_commands_make_default,sms,default,make
smsapi_com_sms_sendernames-2,sms,sendernames,
smsapi_com_subusers-2,subusers,,
smsapi_com_sms_do,send,sms,
smsbouldering_sms,sms,ksksks,
smsguru_check_code,number,check,verification
smsguru_send_verification_code,send,verification,
smsguru_test_service_response_time,time,response,check
smsguru_send_sms,number,send,message
smsjet_send_2fa_token,send,users,token
smsjet_send_sms,endpoint,number,country
smsportal_unsubscribe_from_dlrs,webhook,delivery,unsubscribe
smsportal_unsubscribe_from_dlrs-2,webhook,delivery,unsubscribe
smsportal_subscribe_to_dlrs,webhook,subscribe,delivery
smsportal_subscribe_to_dlrs-2,webhook,subscribe,delivery
smsportal_subscribe_to_replies,webhook,subscribe,register
smsportal_subscribe_to_replies-2,webhook,subscribe,register
smsportal_unsubscribe_from_replies,webhook,reply,replies
smsportal_unsubscribe_from_replies-2,webhook,reply,replies
smsportal_groupmessages,message,group,contacts
smsportal_groupmessages-2,message,group,contacts
smsportal_bulkmessages,send,messages,bulkmessages
smsportal_bulkmessages-2,send,messages,bulkmessages
smsportal_balance,account,retrieve,balance
smsportal_balance-2,account,retrieve,balance
smsportal_authentication,based,token,header
smsportal_authentication-2,based,token,header
smsportal_subscribe_to_dlrs-3,webhook,subscribe,delivery
smsportal_subscribe_to_replies-3,webhook,subscribe,register
smsportal_groupmessages-3,message,group,contacts
smsportal_bulkmessages-3,send,messages,bulkmessages
smsportal_authentication-3,based,token,header
smssendin_smsa,sms,portal,sens
smsto_get_messages,date,messages,latest
smsto_estimate_campaign_message,message,phone,multiple
smsto_estimate_single_message,message,single,sending
smsto_get_last_campaign,sent,campaign,
smsto_schedule_sending_messages,send,parameter,parameters
smsto_send_flash_message,number,send,message
smsto_send_viber_message,number,send,message
smsto_get_message_by_id,message,sent,
smsto_send_campaign_message,send,message,phone
smsto_send_personalized_messages,send,messages,personalized
smsto_send_message_to_a_list_or_multiple_list_in_array,list,send,message
smsto_send_single_message,number,send,message
smsto_estimate_campaign_message-2,message,phone,multiple
smsto_estimate_single_message-2,message,single,sending
smsto_schedule_sending_messages-2,send,parameter,parameters
smsto_send_flash_message-2,number,send,message
smsto_send_viber_message-2,number,send,message
smsto_send_campaign_message-2,send,message,phone
smsto_send_personalized_messages-2,send,messages,personalized
smsto_send_message_to_a_list_or_multiple_list_in_array-2,list,send,message
smsto_send_single_message-2,number,send,message
smsway_app_messages_sendmessage,send,sms,phone
smsway_app_devices_getdevice,details,specific,account
smsway_app_addressbook_creategroup,create,account,new
smsway_app_addressbook_createcontact,create,account,new
smsway_app_addressbook_deletecontact,number,account,delete
smsway_app_addressbook_getcontacts,list,contacts,addressbook
smsway_app_address_book_getgroups,list,address,groups
smsway_app_messages_getpending,list,messages,sending
smsway_app_messages_getreceived,list,account,messages
smsway_app_messages_getsent,list,account,messages
smsway_app_addressbook_deletegroup,details,specific,account
smsway_app_devices_getdevices,list,account,devices
smsway_app_messages_sendmessage-2,send,sms,phone
smsway_app_addressbook_creategroup-2,create,account,new
smsway_app_addressbook_createcontact-2,create,account,new
spewhub_sending_sms_test_api,endpoint,https,number
spewhub_sending_broadcast_sms_broadcast_api,https,com,send
telesign_sms_verify_send_verification_code,send,verification,
textflow_sms_api_check_service_availability,time,response,check
textflow_sms_api_send_sms,endpoint,number,country
textflow_sms_api_send_otp_verification_code,user,number,send
textflow_sms_api_check_otp_verification_code,endpoint,user,number
textnow_one_day_phone_us_read_phone_sms,number,sms,phone
textnow_one_day_phone_us_get_phone_number,number,phone,random
textnow_one_day_phone_us_read_phone_sms-2,number,sms,phone
the_sms_works_messages_send,send,message,sms
upi_sms_test,sms,test,
virtual_number_get_all_countries,list,available,countries
virtual_number_view_sms_history,number,country,given
virtual_number_get_number_by_country_id,list,number,country
whatsapp_checker_pro_validate_phonenumber,validate,whatsapp,phonenumber
wipple_sms_verify_otp_send_verification_code,number,send,sms
wipple_sms_verify_otp_check_verification_code,check,sent,verification
wipple_sms_verify_otp_send_verification_code-2,number,send,sms
zigatext_global_bulk_sms_otp_fetch_months,fetch,months,
zigatext_global_bulk_sms_otp_fetch_timezones,fetch,timezones,
zigatext_global_bulk_sms_otp_check_balance,check,balance,
zigatext_global_bulk_sms_otp_fetch_sent_message_extra,message,sent,fetch
zigatext_global_bulk_sms_otp_fetch_message,message,fetch,
zigatext_global_bulk_sms_otp_fetch_newsletter_lists,fetch,lists,newsletter
zigatext_global_bulk_sms_otp_fetch_birthday_groups,fetch,groups,birthday
zigatext_global_bulk_sms_otp_add_single_birthday_contact,add,single,contact
zigatext_global_bulk_sms_otp_bulk_subscribers_opt_in,bulk,subscribers,opt
zigatext_global_bulk_sms_otp_send_message,send,message,
zigatext_global_bulk_sms_otp_verification_pin_validation_otp,otp,verification,validation
zigatext_global_bulk_sms_otp_schedule_message,message,schedule,
zigatext_global_bulk_sms_otp_send_verification_otp_or_totp,send,otp,verification
zigatext_global_bulk_sms_otp_single_subscriber_opt_in,single,subscriber,opt
zigatext_global_bulk_sms_otp_add_bulk_birthday_contacts,add,contacts,bulk
adsbexchange_com_aircraft_last_position_by_hex_id_icao,location,using,aircraft
adsbexchange_com_aircraft_live_position_by_hex_id_icao,using,aircraft,live
adsbexchange_com_single_aircraft_position_by_hex_id_icao,single,aircraft,icao
adsbexchange_com_single_aircraft_position_by_registration,single,aircraft,currently
adsbexchange_com_aircraft_within_250_nm_radius,point,aircraft,radius
adsbexchange_com_aircraft_within_25_nm_radius,point,aircraft,radius
adsbexchange_com_aircraft_within_10_nm_radius,point,aircraft,radius
adsbexchange_com_aircraft_within_5_nm_radius,point,aircraft,radius
adsbexchange_com_aircraft_within_1_nm_radius,point,aircraft,radius
adsbexchange_com_aircraft_within_50_nm_radius,point,aircraft,radius
adsbexchange_com_aircraft_by_squawk,specific,aircraft,currently
adsbexchange_com_aircraft_within_user_specified_distance_up_to_250_nm,user,distance,specified
adsbexchange_com_tagged_military_aircraft,aircraft,active,military
adsbexchange_com_aircraft_by_call_sign,aircraft,currently,sign
adsbexchange_com_aircraft_within_100_nm_radius,point,aircraft,radius
adsbx_flight_sim_traffic_livetraffic,specified,lat,aircraft
aerodatabox_beta_aircraft_image_recognition,endpoint,based,results
aerodatabox_create_web_hook_subscription,number,create,used
aircraft_by_api_ninjas_v1_aircraft,list,endpoint,given
aircraft_data_simple_collection_getbyhex,number,info,aircraft
airlines_by_api_ninjas_v1_airlines,endpoint,parameters,provided
airpeace_flight_price_airpeace,price,single,gets
airports_search,search,string,airports
airports_airport,format,response,airport
airports_closest,location,distance,airport
airports_by_api_ninjas_v1_airports,endpoint,parameters,provided
alpr_api_face_multiple_embedding_from_url_v3,object,url,multiple
alpr_api_face_multiple_embedding_v3,object,multiple,height
alpr_api_face_multiple_embedding_from_url_v2,object,url,multiple
alpr_api_face_multiple_embedding_v2,object,multiple,height
alpr_api_face_multiple_embedding_from_url,object,url,multiple
alpr_api_face_multiple_embedding,object,multiple,height
alpr_api_face_embedding_from_url,url,image,input
alpr_api_face_comparison_from_url_v3,url,input,face
alpr_api_face_embedding_from_url_v3,url,image,input
alpr_api_face_comparison_from_url_v2,url,input,face
alpr_api_face_embedding_from_url_v2,url,image,input
alpr_api_face_comparison_from_url,url,input,face
alpr_api_license_plate_ocr_china,images,plate,predict
alpr_api_student_card_extraction,card,corresponding,extract
alpr_api_face_comparison_v3,face,images,people
alpr_api_face_embedding_v3,image,face,embedding
alpr_api_face_embedding,image,face,embedding
alpr_api_face_comparison_v2,face,images,people
alpr_api_face_embedding_v2,image,face,embedding
alpr_api_face_comparison,face,images,people
alpr_api_ocr_container_code,detect,ocr,container
alpr_api_vehicle_type_and_license_plate_ocr,type,vehicle,types
alpr_api_license_plate_ocr,images,plate,predict
ap_sample_zipcode,locations,zipcode,
ap_sample_ar_by_city_state,city,state,
aqls_b2c_system_get_priority_mrt_train_no_wagons_wagon_no_priorityrows_priorityr,train,mrt,wagon
aqls_b2c_system_get_standrows_mrt_train_no_wagons_wagon_no_standrows_get,train,mrt,wagon
aqls_b2c_system_get_wheelchairrows_mrt_train_no_wagons_wagon_no_wheelchair_get,train,mrt,wagon
aqls_b2c_system_get_wheelchair_mrt_train_no_wagons_wagon_no_wheelchairrows_wheel,train,mrt,wagon
aqls_b2c_system_get_seats_mrt_train_no_wagons_wagon_no_seatrows_seatrows_no_seat,train,mrt,wagon
aqls_b2c_system_get_stands_mrt_train_no_wagons_wagon_no_standrows_standrows_no_s,train,mrt,wagon
aqls_b2c_system_get_wagons_mrt_train_no_wagons_get,train,mrt,wagons
aqls_b2c_system_get_wagon_data_mrt_wagons_id_id_get,mrt,wagon,wagons
aqls_b2c_system_get_train_data_mrt_id_id_get,train,mrt,
aqls_b2c_system_get_wagon_on_train_mrt_train_no_wagons_wagon_no_get,train,mrt,wagon
aqls_b2c_system_get_wagon_by_no_mrt_wagons_wagon_no_get,mrt,wagon,wagons
aqls_b2c_system_get_priorityrows_mrt_train_no_wagons_wagon_no_priorityrow_get,train,mrt,wagon
aqls_b2c_system_get_train_data_by_no_mrt_train_no_get,train,mrt,
aqls_b2c_system_get_seatrows_mrt_train_no_wagons_wagon_no_seatrows_get,train,mrt,wagon
aqls_b2c_system_get_trains_mrt_get,mrt,trains,
aqls_b2c_system_read_root_get,read,root,
aqls_b2c_system_add_train_data_mrt_add_post,add,post,train
aqls_b2c_system_add_wagon_no_attach_mrt_wagons_add_post,add,post,mrt
aqls_b2c_system_admin_signup_user_admin_register_post,user,new,post
aqls_b2c_system_login_for_access_token_user_token_post,user,post,token
aqls_b2c_system_user_signup_user_signup_post,user,create,new
aqls_b2c_system_user_login_user_login_post,user,using,post
automotive_car_specs_get_brand_vehicle_spec,endpoint,vehicle,car
